rule_name;rule_type;surface;breakability_u200b;score;description;expression;defined_in;defined_at_line
__SUBJ_ADMIN;header;subject;likely;;;Subject =~ /\b(?:(?:sys)?admin(?:istrator)?|server|service|support)\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;9895
__SUBJ_BROKEN_WORD;header;subject;likely;;;Subject =~ /\s(?!i[PTM][aoh][bcdou]|e[MP]a[is])[a-z]{1,3}[A-Z][a-z]{2}/;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;9899
__SUBJ_HAS_FROM_1;header;subject;unlikely;;;ALL =~ /\nFrom: (?:[^\n<]{0,80}<)?([^\n\s>]+)>?\n+(?:[^\n]{1,100}\n+)*Subject: [^\n]{0,100}\1[>,:\s\n]/ism;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;9904
__SUBJ_HAS_TO_1;header;subject;unlikely;;;ALL =~ /\nTo: (?:[^\n<]{0,80}<)?([^\n\s>,]+)>?\n+(?:[^\n]{1,200}\n+)*Subject: [^\n]{0,100}\1[^a-z0-9]/ism;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;9906
__SUBJ_HAS_TO_2;header;subject;unlikely;;;"ALL =~ /\nReceived:[^\n]{0,200} for <?([^\n\s>;]+)>?;(?:[^\n]+\n+)*Subject: [^\n]{0,100}\1[^a-z0-9]/ism";/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;9908
__SUBJ_HAS_TO_3;header;subject;unlikely;;;ALL =~ /\nSubject:(?=[^\n]{0,200}@)[^\n]{0,200}([a-z][a-z0-9_.]{3,80}@(?:[a-z0-9_]{1,80}\.){1,4}[a-z]{2,30})(?:[^\n]+\n+)*To: [^\n]{0,100}\1[^a-z0-9.]/ism;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;9910
__SUBJ_ILLEGAL_CHARS;header;subject;likely;;;eval:check_illegal_chars('Subject','0.00','2');/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_head_tests.cf;466
__SUBJ_NOT_SHORT;header;subject;likely;;;Subject =~ /^.{16}/;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;9912
__SUBJ_OBFU_PUNCT;header;subject;likely;;;"Subject =~ /(?:[-~`""!@\#$%^&*()_+={}|\\\/?<>,.:;][a-z][-~`""!@\#$%^&*()_+={}|\\\/?<>,.:;\s]|(?:[a-z][~`""!@\#$%^&*()_+={}|\\?<>,.:;][a-z](?![a-z])))/i";/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;9914
__SUBJ_RE;header;subject;likely;;;Subject =~ /^(?:R[eE]|S[vV]|V[sS]|A[wW]):/;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;9917
__SUBJ_SHORT;header;subject;likely;;;Subject =~ /^.{0,8}$/;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;9919
__SUBJ_UNNEEDED_HTML;header;subject;likely;;;Subject =~ /%[0-9a-f][0-9a-f]/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;9921
__SUBJ_USB_DRIVES;header;subject;likely;;;Subject =~ /\bUSB (?:[Ff]lash )?[Dd]rives\b/;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;9924
__SUBSCRIPTION_INFO;body;body;likely;;;/\b(?:e?newsletters?|(?:un)?(?:subscrib|register)|you(?:r| are) subscri(?:b|ption)|opt(?:.|ing)?out\b|further info|you do ?n[o']t w(?:ish|ant)|remov\w{1,3}.{1,9}\blists?\b|to your white.?list)/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;9926
__SUM_OF_FUND;body;body;likely;;;/\b(?:sum|release|freigabe)\s(?:of|der)\s(?:amount|fund|investment|mittel)\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;9929
__SURVEY;body;body;likely;;;/\bsurvey\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;9931
__SURVIVORS;body;body;likely;;;/\b(?:widow|son|daughter|husband|wife|brother|sister|attorney|vi(?:=FA|[\xfa]|[\xc3][\xba])va|esposa|veuve)\s(?:of|to|do|de)\s(?:the\s)?(?:late|falecido|finales|feu|d(?:e|=E9|[\xe9]|[\xc3][\xa9])funt|mr\.?)\s\w+\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;9933
__SUSPICION_LOGIN;body;body;likely;;;/\bsuspicion login\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;9935
__SYMPATICO_MSGID;header;other;likely;;;MESSAGEID =~ /^<BAYC\d+-PASMTP\d+[A-Z0-9]{25}\@CEZ\.ICE>$/m;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_ratware.cf;56
__SYSADMIN;body;body;likely;;;/\b(?:help?[- ]?desk|(?:(?:web ?)?mail ?|sys(?:tem )?)admin(?:istrator)|local[- ]host|(?:support|upgrade|management|security|admin(?:istrat(?:or|ion))?) (?:team|center)|message from administrator|university mail server copyright|suporte t(?:=E9|[\xe9]|[\xc3][\xa9])cnico|administrador do sistema)\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;9937
__TAG_EXISTS_BODY;body;body;unlikely;;;eval:html_tag_exists('body');/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_ratware.cf;323
__TAG_EXISTS_CENTER;body;body;unlikely;;;eval:html_tag_exists('center');/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_html_tests.cf;218
__TAG_EXISTS_HEAD;body;body;unlikely;;;eval:html_tag_exists('head');/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_ratware.cf;324
__TAG_EXISTS_HTML;body;body;unlikely;;;eval:html_tag_exists('html');/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_ratware.cf;325
__TAG_EXISTS_META;body;body;unlikely;;;eval:html_tag_exists('meta');/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_ratware.cf;326
__TAG_EXISTS_SCRIPT;body;body;unlikely;;;eval:html_tag_exists('script');/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_ratware.cf;328
__TAG_EXISTS_STYLE;body;body;unlikely;;;eval:html_tag_exists('style');/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_ratware.cf;327
__TB_MIME_BDRY_NO_Z;header;other;unknown;;;"Content-Type =~ /boundary=""-{8,}(?:[1-9]){16}/";/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;9943
__TENWORD_GIBBERISH;rawbody;body;likely;;;/^\s*(?:[a-z]+\s+){10}\.$/m;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;9945
__THEBAT_MUA;header;other;unknown;;;X-Mailer =~ /^The Bat!/;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_ratware.cf;137
__THEBAT_MUA_V1;header;other;unknown;;;X-Mailer =~ /^The Bat! \(v1\./;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_ratware.cf;138
__THEY_INHERIT;body;body;likely;;;/\b(?:inherit\sth(?:e|is)\smoney|herede\sest[ea]\sdinero)\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;9952
__THIS_AD;body;body;likely;;;/(?:\b|_)this[- _]+(?:ad(?:vert[i1l]sement)?|promo(?:tion)?)s?(?:\b|_)/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;9954
__THREAD_INDEX_GOOD;header;other;likely;;;Thread-Index =~ m,^A[A-Za-z0-9][A-Za-z0-9+/]{27}(?:[A-Za-z0-9+/]{20})?(?:[AQgw]==|[A-Za-z0-9+/]{7}|[A-Za-z0-9+/]{13}[AEIMQUYcgkosw048]=)$,;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;9959
__TOCC_EXISTS;header;other;unknown;;;exists:ToCc;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_head_tests.cf;415
__TO_ALL_NUMS;header;other;unlikely;;;To:addr =~ /^\d+@/;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;9961
__TO_EQ_FROM_1;header;other;unlikely;;;ALL =~ /\nFrom: (?:[^\n<]{0,80}<)?([^\n\s>]+)>?\n+(?:[^\n]{1,100}\n+)*To: (?:[^\n]{0,80}<)?\1[>,\s\n]/ism;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;9992
__TO_EQ_FROM_2;header;other;unlikely;;;ALL =~ /\nTo: (?:[^\n<]{0,80}<)?([^\n\s>]+)>?\n+(?:[^\n]{1,100}\n+)*From: (?:[^\n]{0,80}<)?\1[>,\s\n]/ism;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;9994
__TO_EQ_FROM_DOM_1;header;other;unlikely;;;ALL =~ /\nFrom: [^\n@]{0,80}@([^\n\s>]+)>?\n+(?:[^\n]{1,100}\n+)*To: [^\n]+@\1[>,\s\n]/ism;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;9999
__TO_EQ_FROM_DOM_2;header;other;unlikely;;;ALL =~ /\nTo: [^\n@]{0,80}@([^\n\s>]+)>?\n+(?:[^\n]{1,100}\n+)*From: [^\n]+@\1[>,\s\n]/ism;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;10001
__TO_EQ_FROM_USR_1;header;other;unlikely;;;ALL =~ /\nFrom:\s+(?:[^\n<]{0,80}<)?([^\n\s\@>]+)\@[^\n\s]+>?\n+(?:[^\n]{1,100}\n+)*To:\s+(?:[^\n]{0,80}<)?\1[\@>,\s\n]/ism;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;10006
__TO_EQ_FROM_USR_2;header;other;unlikely;;;ALL =~ /\nTo:\s+(?:[^\n<]{0,80}<)?([^\n\s\@>]+)\@[^\n\s]+>?\n+(?:[^\n]{1,100}\n+)*From:\s+(?:[^\n]{0,80}<)?\1[\@>,\s\n]/ism;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;10008
__TO_EQ_FROM_USR_NN_1;header;other;unlikely;;;ALL =~ /\nFrom:\s+(?:[^\n<]{0,80}<)?([^\n\s\@>]{4,80}?)\d*\@[^\n\s]+>?\n+(?:[^\n]{1,100}\n+)*To:\s+(?:[^\n]{0,80}<)?\1\d*[\@>,\s\n]/ism;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;10013
__TO_EQ_FROM_USR_NN_2;header;other;unlikely;;;ALL =~ /\nTo:\s+(?:[^\n<]{0,80}<)?([^\n\s\@>]{4,80}?)\d*\@[^\n\s]+>?\n+(?:[^\n]{1,100}\n+)*From:\s+(?:[^\n]{0,80}<)?\1\d*[\@>,\s\n]/ism;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;10015
__TO_NO_ARROWS_R;header;other;unknown;;;To !~ /(?:>$|>,)/;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;10021
__TO_TOO_MANY;header;other;unknown;;;To =~ /(?:,[^,]{1,90}){30}/;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;10045
__TO_UNDISCLOSED;header;other;likely;;;To =~ /\b(?:undisclosed[-\s]recipients|destinataires inconnus|destinatari nascosti)\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;10049
__TO_WAY_TOO_MANY;header;other;unknown;;;ToCc =~ /(?:,[^,]{1,90}){50}/;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;10051
__TO_YOUR_ACCT;body;body;likely;;;/\b(?:(?:f[uo]nds|money|f[uo]ndo|dinheiro|bank)\s(?:\w{1,10}\s){0,4}(?:transfer(?:red)?|transferido|sont)|\d+)\s(?:to|para|en)\s(?:your?|sua|votre)\s(?:account|conta|pos+es+ion)/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;10053
__TO_YOUR_ORG;body;body;likely;;;/\b(?:to|for) your organi[sz]ation\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;10055
__TO___LOWER;header;other;unlikely;;;ALL =~ /to: \S{5}/;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;10057
__TRANSFORM_LIFE;body;body;likely;;;/\b(?:transform|change) your (?:daily )?life(?:style)?\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;10059
__TRAVEL_AGENT;body;body;likely;;;/\btravel\sagen(?:t|cy)\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;10061
__TRAVEL_BUSINESS;body;body;likely;;;/\bbusiness\stravel\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;10063
__TRAVEL_ITINERARY;body;body;likely;;;/(?:travel|ticketed|your|current) itinerary/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;10065
__TRAVEL_PROFILE;body;body;likely;;;/\btravel+er\sprofile\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;10069
__TRAVEL_RESERV;body;body;likely;;;/\b(?:reservation\s(?:confirmed|number)|travel\sreservations?)\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;10071
__TRTMT_DEFILED;body;body;likely;;;/\bdefiled\sall\s(?:forms\sof\s)?(?:medical\s)?treatments?\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;10073
__TRUNK_BOX;body;body;likely;;;/\b(?:(?:trunk|metallic|proof|security|consignment)\sbox(?:es)?|sealed\ssafe|une mallette m(?:e|=E9|[\xe9]|[\xc3][\xa9])tallique)\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;10075
__TRUSTED_CHECK;body;body;likely;;;/\b(?:cashier'?s?|certified)\sche(?:ck|que)/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;10077
__TT_BROKEN_VALIUM;header;subject;likely;;;"Subject =~ /V[:^.""%()*\[\\]?A[:^.""%()*\[\\]?L[:^.""%()*\[\\]?I[:^.""%()*\[\\]?U[:^.""%()*\[\\]?M/i";/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;10079
__TT_BROKEN_VIAGRA;header;subject;likely;;;"Subject =~ /V[:^.""%()*\[\\]?I[:^.""%()*\[\\]?A[:^.""%()*\[\\]?G[:^.""%()*\[\\]?R[:^.""%()*\[\\]?A/i";/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;10081
__TT_OBSCURED_VALIUM;header;subject;likely;;;Subject =~ /(?:v|V|\\\/)(?:a|A|\(a\)|4|@)(?:l|L|\|)(?:i|I|1|\xef|\|)(?:u|U|\(u\))(?:m|M)/;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;10083
__TT_OBSCURED_VIAGRA;header;subject;likely;;;Subject =~ /(?:v|V|\\\/)(?:i|I|1|\xef|\|)(?:a|A|\(a\)|4|@)(?:g|G)(?:r|R)(?:a|A|\(a\)|4|@)/;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;10085
__TT_VALIUM;header;subject;likely;;;Subject =~ /VALIUM/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;10087
__TT_VIAGRA;header;subject;likely;;;Subject =~ /VIAGRA/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;10089
__TVD_PH_BODY_01;body;body;likely;;;/\baccount .{0,20}placed? [io]n restricted status/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;10111
__TVD_PH_BODY_02;body;body;likely;;;/\brecords (?:[a-z_,-]+ )+?(?:feature|(?:a|re)ward)/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;10113
__TVD_PH_BODY_03;body;body;likely;;;/\byou(?:'ve| have) been (?:[a-z_,-]+ )+?payment/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;10115
__TVD_PH_BODY_04;body;body;likely;;;/\bfunds? (?!transfer from)(?!from)(?!in)(?!via)(?:[a-z_,-]+ )+?to your (?:[a-z_,-]+ )*?account/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;10117
__TVD_PH_BODY_05;body;body;likely;;;/\bthis is (?:[a-z_,-]+ )+?protect (?:[a-z_,-]+ )+?your/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;10119
__TVD_PH_BODY_06;body;body;likely;;;/Dear [a-z]+ bank (?:member|customer)/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;10121
__TVD_PH_BODY_07;body;body;likely;;;/\bguarantee the safety of your (?:[a-z_,-]+ )*?account/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;10123
__TVD_PH_BODY_08;body;body;likely;;;/\bmultiple password failures/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;10125
__TVD_PH_BODY_ACCOUNTS_POST;body;body;unlikely;;;/\b(?:(?:[dr]e-?)?activat[a-z]*|(?:re-?)?validate|secure|restore|confirm|update|suspend) (?!your)(?:[a-z_,-]+ )+?accounts?\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;10127
__TVD_PH_BODY_ACCOUNTS_PRE;body;body;unlikely;;;/\baccounts? (?:[a-z_,-]+ )+?(?:record[a-z]*|suspen[a-z]+|notif(?:y|ication)|updated|verifications?|credited)\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;10129
__TVD_PH_SUBJ_00;header;subject;likely;;;Subject =~ /\brewards? survey\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;10133
__TVD_PH_SUBJ_02;header;subject;likely;;;Subject =~ /\byour payment has been sent\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;10135
__TVD_PH_SUBJ_04;header;subject;likely;;;Subject =~ /\baccounts? profile\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;10137
__TVD_PH_SUBJ_15;header;subject;likely;;;Subject =~ /\binvestment for (?:[a-z_,-]+ )*?to(?:morrow|day)\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;10139
__TVD_PH_SUBJ_17;header;subject;likely;;;Subject =~ /\bremove limitations?\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;10141
__TVD_PH_SUBJ_18;header;subject;likely;;;Subject =~ /\bsecurity (?:[a-z_,-]+ )*?changes\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;10143
__TVD_PH_SUBJ_19;header;subject;likely;;;Subject =~ /\bmessage (?:[a-z_,-]+ )*?bank\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;10145
__TVD_PH_SUBJ_29;header;subject;likely;;;Subject =~ /^notice(?::|[\s\W]*$)/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;10147
__TVD_PH_SUBJ_31;header;subject;likely;;;Subject =~ /\bsecurity (?:[a-z_,-]+ )*?verification\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;10149
__TVD_PH_SUBJ_36;header;subject;likely;;;Subject =~ /\bconsumer notice\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;10151
__TVD_PH_SUBJ_37;header;subject;likely;;;Subject =~ /\bvalued member[a-z]*\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;10153
__TVD_PH_SUBJ_38;header;subject;likely;;;Subject =~ /\bonline bank[a-z]*\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;10155
__TVD_PH_SUBJ_39;header;subject;likely;;;Subject =~ /\bonline department\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;10157
__TVD_PH_SUBJ_41;header;subject;likely;;;Subject =~ /\bunusual activity\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;10159
__TVD_PH_SUBJ_52;header;subject;likely;;;Subject =~ /\b(?:account|online) profile\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;10161
__TVD_PH_SUBJ_54;header;subject;likely;;;Subject =~ /\bun-?authorized access(?:es)?\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;10163
__TVD_PH_SUBJ_56;header;subject;likely;;;Subject =~ /\brespond now\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;10165
__TVD_PH_SUBJ_58;header;subject;likely;;;Subject =~ /\bbilling service\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;10167
__TVD_PH_SUBJ_59;header;subject;likely;;;Subject =~ /\bquestion from (?:[a-z_,-]+ )*?member\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;10169
__TVD_PH_SUBJ_ACCESS_POST;header;subject;likely;;;Subject =~ /\b(?:(?:re-?)?activat[a-z]*|secure|verify|restore|flagged|limited|unusual|report|notif(?:y|ication)|suspen(?:d|ded|sion)) (?:[a-z_,-]+ )*?access\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;10171
__TVD_SPACE_RATIO;body;body;likely;;;eval:tvd_vertical_words('0','10');/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_body_tests.cf;101
__TVD_SUBJ_NUM_OBFU;header;subject;likely;;;Subject =~ /[a-z]{3,}\d+[a-z]{2,}/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;10181
__UA_GNUS;header;other;unknown;;;User-Agent =~ /^Gnus/;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;10185
__UA_KMAIL;header;other;unknown;;;User-Agent =~ /^KMail/;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;10187
__UA_KNODE;header;other;unknown;;;User-Agent =~ /^KNode/;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;10189
__UA_MOZ5;header;other;unknown;;;User-Agent =~ /^Mozilla\/5/;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;10191
__UA_MSOEMAC;header;other;unknown;;;User-Agent =~ /^Microsoft-Outlook-Express-Mac/;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;10193
__UA_MSOMAC;header;other;unknown;;;User-Agent =~ /^Microsoft-MacOutlook\/(?:\d+\.){3}/;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;10195
__UA_MUTT;header;other;unknown;;;User-Agent =~ /^Mutt/;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;10197
__UA_OPERA7;header;other;unknown;;;User-Agent =~ /^Opera7/;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;10199
__UA_PAN;header;other;unknown;;;User-Agent =~ /^Pan/;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;10201
__UA_XNEWS;header;other;unknown;;;User-Agent =~ /^Xnews/;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;10203
__UC_GIBB_OBFU;body;body;likely;;;"/\b[A-Za-z][a-z]{0,20}[,;)]?\s[A-Z]{16,}[a-z]?\s[A-Za-z][a-z]{1,15}\b/";/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;10205
__UN;body;body;likely;;;/\bunited\snations?\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;10208
__UNICODE_OBFU_ASC;body;body;likely;;;/[a-z0-9\s](?:\xd0[\xb0\xb5\xbe]|\xd1[\x80\x81])+[a-z0-9]{1,8}(?:\xd0[\xb0\xb5\xbe]|\xd1[\x80\x81])+[a-z0-9\s]/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;10215
__UNICODE_OBFU_ZW;body;body;likely;;;/[a-z0-9\s](?:\x9d|\xe2\x80[\x8b\x8c\x8d]|\xef\xbb\xbf)+(?!\s)[a-z0-9\s]{1,8}(?:\x9d|\xe2\x80[\x8b\x8c\x8d]|\xef\xbb\xbf)+[a-z0-9\s]/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;10224
__UNICODE_RTL_OBFU;body;body;likely;;;/\w(?:\x{E2}\x{80}\x{8F}){2,}\w/;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;10244
__UNPARSEABLE_RELAY_COUNT;header;other;unknown;;;eval:check_relays_unparseable();/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_head_tests.cf;591
__UNSUB_EMAIL;body;body;likely;;;/\b(?:(?:un)?subscri(?:ber?|ptions?)|abuses?|opt(?:ing)?.?out)\b[-a-z_0-9.+=]{0,60}\@[a-z0-9][-a-z_0-9.]{4,20}(?:[^a-z_0-9.-]|$)/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;10247
__UNSUB_GOOG_FORM;body;body;likely;;;m,Unsub?sc?ribe\s<?https?://docs\.google\.com/forms/,i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;10250
__UNSUB_LINK;uri;body;likely;;;/\b(?:(?:un)?subscri(?:ber?|ptions?)|abuses?|opt(?:ing)?.?out)\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;10252
__UPGR_MAILBOX;body;body;unlikely;;;/\b(?:up(?:g[ra]+d(?:e|ing)|date) (?:(?:[hw]as|and)\s(?:[a-z]+\s){1,5})?(?:o[nf] )?(?:your )?(?:mail\s?box|(?:web ?|e-?)mail)|(?:web ?|e-?)mail Upgrade cuenta|atualiz(?:e|ar) (?:a|sua) caixa de correio|click\S{0,10} (?:here(?:[:\.\s]{0,5}\S{0,10}http\S{10,80})?|below)(?: link)? to (?:(?:complete|finish|increase) )?(?:(?:the|this|your)\s)?(?:up(?:date|grade)|(?:web ?|e-?)?mail(?:\s?box)? (?:size|quota|limit))|utrzymania aktywnego konta|request (?:for )additional storage|you (?:have )?(?:failed|refused) to up(?:date|grade))\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;10255
__UPPERCASE_25_50;body;body;likely;;;eval:check_for_uppercase('25', '50');/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_meta_tests.cf;75
__UPPERCASE_50_75;body;body;likely;;;eval:check_for_uppercase('50', '75');/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_meta_tests.cf;76
__UPPERCASE_75_100;body;body;likely;;;eval:check_for_uppercase('75', '100');/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_meta_tests.cf;77
__UPPERCASE_URI;uri;body;likely;;;/^[^:A-Z]+[A-Z]/;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;10257
__URG_BIZ;body;body;likely;;;/urgent.{0,16}(?:assistance|business|buy|confidential|notice|proposal|reply|request|response)/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_phrases.cf;97
__URI_12LTRDOM;uri;body;likely;;;m,://(?:[^./]+\.)*[a-z]{12}\.[^./]+/,i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;10259
__URI_ADOBESPARK;uri;body;likely;;;m,https?://branchlink\.adobespark\.com/,i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;10261
__URI_AZURE_CLOUDAPP;uri;body;likely;;;m,://(?:[^./]+\.)+cloudapp\.azure\.com/,;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;10263
__URI_CLOUDFLAREIPFS;uri;body;likely;;;m,//(?:[^@/]+@)?cloudflare-ipfs\.com/ipfs/,i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;10265
